age,workclass,education,capital-gain-category,hours-per-week,occupation,income
45.0,?,HS-grad,cat1,38.0,?,<=50K
72.0,?,Assoc-voc,cat1,30.0,?,<=50K
60.0,Private,Some-college,cat4,40.0,,>50K
27.0,Private,HS-grad,,50.0,Sales,<=50K
38.0,Private,Assoc-voc,cat1,48.0,Machine-op-inspct,>50K
37.0,Self-emp-inc,Some-college,cat1,44.0,Sales,>50K
28.0,Private,Some-college,cat1,40.0,Adm-clerical,<=50K
38.0,Self-emp-inc,Bachelors,cat1,40.0,Sales,>50K
29.0,Private,HS-grad,cat1,60.0,Sales,>50K
19.0,Private,,cat1,40.0,Other-service,<=50K
28.0,Private,Bachelors,,25.0,Handlers-cleaners,<=50K
,?,Bachelors,cat1,7.0,,<=50K
40.0,Self-emp-not-inc,HS-grad,,50.0,Craft-repair,>50K
26.0,,Assoc-voc,cat1,40.0,Craft-repair,<=50K
43.0,Private,Assoc-acdm,,60.0,Sales,<=50K
29.0,Private,Some-college,cat1,40.0,Adm-clerical,>50K
25.0,Federal-gov,Some-college,cat1,40.0,Protective-serv,<=50K
29.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,>50K
60.0,Private,1st-4th,cat1,38.0,Craft-repair,<=50K
31.0,Private,Bachelors,,40.0,Adm-clerical,<=50K
51.0,Local-gov,7th-8th,,,Transport-moving,<=50K
18.0,Private,Some-college,,15.0,Adm-clerical,<=50K
36.0,Private,,cat1,20.0,Tech-support,<=50K
,Private,Bachelors,cat1,40.0,Adm-clerical,>50K
48.0,Private,Bachelors,cat1,38.0,Adm-clerical,>50K
78.0,Self-emp-not-inc,7th-8th,,25.0,Farming-fishing,<=50K
72.0,Private,Bachelors,,17.0,Protective-serv,<=50K
24.0,Private,Some-college,,40.0,Exec-managerial,<=50K
58.0,?,11th,cat1,16.0,?,<=50K
36.0,Private,11th,cat3,40.0,Protective-serv,>50K
48.0,Private,Some-college,cat1,30.0,Handlers-cleaners,<=50K
28.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
26.0,Private,Masters,cat1,40.0,Other-service,<=50K
29.0,,Bachelors,,60.0,Sales,<=50K
47.0,Private,5th-6th,cat1,40.0,Other-service,<=50K
50.0,Private,Bachelors,cat1,50.0,Exec-managerial,>50K
35.0,Federal-gov,5th-6th,cat1,40.0,Craft-repair,<=50K
17.0,Private,11th,cat1,20.0,Transport-moving,<=50K
41.0,Private,Some-college,,48.0,Craft-repair,>50K
37.0,Private,,cat1,42.0,Transport-moving,<=50K
35.0,,HS-grad,cat1,40.0,Other-service,<=50K
56.0,Private,7th-8th,cat1,40.0,,<=50K
23.0,Private,Some-college,cat1,40.0,Transport-moving,<=50K
33.0,Private,,cat1,32.0,Prof-specialty,<=50K
79.0,Self-emp-inc,,cat1,40.0,Exec-managerial,>50K
28.0,Private,Bachelors,cat1,40.0,Prof-specialty,<=50K
55.0,Private,11th,cat1,20.0,Sales,<=50K
59.0,State-gov,Masters,cat1,50.0,Prof-specialty,<=50K
22.0,Private,Bachelors,cat1,40.0,Prof-specialty,<=50K
19.0,Private,11th,cat1,19.0,Sales,<=50K
41.0,Private,5th-6th,cat1,35.0,Farming-fishing,<=50K
32.0,Private,Assoc-voc,cat1,40.0,Adm-clerical,<=50K
67.0,?,7th-8th,cat2,40.0,?,<=50K
45.0,Private,HS-grad,cat1,35.0,Other-service,<=50K
61.0,Private,5th-6th,cat1,45.0,Farming-fishing,<=50K
34.0,Private,Bachelors,cat1,40.0,Sales,<=50K
43.0,Self-emp-not-inc,Assoc-voc,,40.0,Craft-repair,<=50K
38.0,Private,Bachelors,cat2,50.0,Adm-clerical,>50K
,Private,Doctorate,cat1,60.0,Prof-specialty,<=50K
,Private,HS-grad,cat1,20.0,Protective-serv,<=50K
24.0,,Bachelors,,55.0,Exec-managerial,>50K
37.0,Private,HS-grad,,40.0,Adm-clerical,<=50K
34.0,Self-emp-not-inc,Some-college,cat1,50.0,Farming-fishing,<=50K
,,HS-grad,cat1,60.0,Transport-moving,>50K
18.0,Private,7th-8th,,40.0,Other-service,<=50K
43.0,Federal-gov,Some-college,cat1,15.0,Exec-managerial,<=50K
31.0,Private,Some-college,cat1,,Other-service,>50K
19.0,Private,Some-college,cat1,20.0,Sales,<=50K
40.0,Self-emp-inc,Some-college,cat1,50.0,Exec-managerial,<=50K
32.0,Private,Bachelors,cat1,,Prof-specialty,<=50K
,Private,Some-college,cat1,40.0,Exec-managerial,>50K
32.0,Local-gov,Some-college,cat1,40.0,Transport-moving,<=50K
46.0,Self-emp-inc,Doctorate,cat1,35.0,Prof-specialty,<=50K
40.0,Private,Bachelors,cat1,65.0,Exec-managerial,>50K
36.0,Private,Bachelors,cat1,35.0,Craft-repair,<=50K
33.0,Private,Assoc-voc,cat1,36.0,Sales,<=50K
23.0,State-gov,5th-6th,cat1,35.0,Transport-moving,<=50K
21.0,Private,10th,cat1,40.0,Machine-op-inspct,<=50K
40.0,Private,HS-grad,,32.0,Other-service,<=50K
53.0,State-gov,Doctorate,cat1,50.0,Prof-specialty,>50K
20.0,?,Some-college,cat1,15.0,?,<=50K
,Self-emp-not-inc,Some-college,cat1,72.0,Transport-moving,<=50K
58.0,Private,9th,cat1,60.0,,<=50K
51.0,Private,,cat1,55.0,Sales,>50K
31.0,Private,HS-grad,cat1,65.0,Other-service,<=50K
,Self-emp-not-inc,HS-grad,cat1,40.0,Craft-repair,<=50K
23.0,?,11th,,40.0,?,<=50K
31.0,Local-gov,Some-college,cat1,35.0,Adm-clerical,<=50K
21.0,Private,Some-college,,35.0,Other-service,<=50K
39.0,Self-emp-not-inc,Masters,cat1,55.0,Craft-repair,>50K
36.0,Private,Prof-school,cat4,45.0,Prof-specialty,>50K
51.0,Private,10th,cat1,40.0,Craft-repair,>50K
18.0,Private,11th,cat1,12.0,Other-service,<=50K
32.0,Private,Some-college,cat1,48.0,Adm-clerical,<=50K
56.0,Private,Bachelors,cat1,32.0,Other-service,<=50K
35.0,,Assoc-acdm,cat1,40.0,Protective-serv,<=50K
63.0,Private,12th,,40.0,Sales,<=50K
61.0,Private,HS-grad,cat1,50.0,Exec-managerial,>50K
23.0,Private,Some-college,cat1,40.0,Other-service,<=50K
,Local-gov,Masters,cat1,50.0,Prof-specialty,>50K
19.0,Private,HS-grad,cat1,50.0,Sales,<=50K
33.0,State-gov,,cat1,50.0,Prof-specialty,>50K
35.0,Private,Bachelors,cat1,50.0,Sales,<=50K
35.0,,HS-grad,,,Transport-moving,>50K
38.0,Private,Prof-school,cat1,40.0,Prof-specialty,<=50K
23.0,Private,Bachelors,cat1,60.0,Adm-clerical,<=50K
22.0,Private,Assoc-voc,cat1,60.0,Tech-support,<=50K
20.0,Private,HS-grad,cat1,40.0,Handlers-cleaners,<=50K
19.0,Private,HS-grad,cat1,40.0,Handlers-cleaners,<=50K
47.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,>50K
59.0,Private,11th,cat1,40.0,Craft-repair,<=50K
38.0,Private,HS-grad,cat1,,Sales,<=50K
36.0,Private,HS-grad,cat1,50.0,Other-service,<=50K
27.0,Private,5th-6th,cat1,40.0,Other-service,<=50K
24.0,Private,Assoc-voc,cat1,,Transport-moving,<=50K
35.0,Private,HS-grad,cat1,35.0,Other-service,<=50K
22.0,State-gov,Some-college,cat1,39.0,Other-service,<=50K
37.0,Private,HS-grad,,52.0,Transport-moving,<=50K
36.0,Private,HS-grad,cat2,40.0,Craft-repair,>50K
28.0,Private,HS-grad,cat1,25.0,Other-service,<=50K
55.0,Private,HS-grad,cat1,50.0,Sales,<=50K
29.0,?,5th-6th,cat1,40.0,?,<=50K
32.0,Private,,cat1,44.0,Sales,<=50K
66.0,?,Some-college,cat1,35.0,?,<=50K
47.0,Local-gov,Some-college,cat1,45.0,Craft-repair,<=50K
,Private,,cat1,40.0,Other-service,<=50K
50.0,Local-gov,Masters,cat1,45.0,Prof-specialty,<=50K
,Self-emp-not-inc,HS-grad,cat1,84.0,Farming-fishing,<=50K
51.0,Private,HS-grad,,40.0,Machine-op-inspct,<=50K
34.0,Private,HS-grad,cat1,45.0,Prof-specialty,<=50K
28.0,Private,Bachelors,cat1,40.0,Protective-serv,<=50K
52.0,State-gov,,cat1,70.0,Prof-specialty,>50K
,Self-emp-inc,HS-grad,cat2,60.0,Exec-managerial,>50K
43.0,,Bachelors,cat1,40.0,Adm-clerical,>50K
36.0,Private,Bachelors,cat1,35.0,Prof-specialty,>50K
25.0,Private,Bachelors,cat1,15.0,Prof-specialty,<=50K
42.0,Private,Some-college,cat1,38.0,Adm-clerical,<=50K
35.0,Private,Some-college,cat1,40.0,Transport-moving,<=50K
43.0,Private,Masters,cat2,53.0,Exec-managerial,>50K
34.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
50.0,State-gov,Bachelors,cat1,38.0,Exec-managerial,>50K
30.0,Private,Some-college,cat1,60.0,Transport-moving,<=50K
44.0,Private,Masters,,44.0,Prof-specialty,>50K
52.0,Private,,cat1,40.0,Craft-repair,<=50K
35.0,Private,Assoc-acdm,cat1,60.0,Sales,<=50K
36.0,Private,Assoc-voc,cat1,40.0,,>50K
30.0,Private,Bachelors,cat1,52.0,Exec-managerial,<=50K
36.0,Self-emp-inc,Bachelors,,45.0,Sales,>50K
39.0,Private,Bachelors,cat1,40.0,Exec-managerial,<=50K
25.0,Private,1st-4th,cat1,96.0,Farming-fishing,<=50K
26.0,Private,Bachelors,cat1,40.0,Tech-support,<=50K
20.0,Private,HS-grad,cat1,20.0,,<=50K
20.0,Private,Some-college,cat1,40.0,Protective-serv,<=50K
70.0,?,5th-6th,cat1,20.0,?,<=50K
26.0,,HS-grad,cat1,50.0,Transport-moving,<=50K
24.0,Private,Some-college,cat1,35.0,Adm-clerical,<=50K
48.0,Private,Bachelors,cat1,40.0,,>50K
62.0,Private,,,99.0,Priv-house-serv,<=50K
48.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
52.0,Private,Bachelors,cat1,40.0,Sales,>50K
25.0,Private,Bachelors,cat1,44.0,Sales,<=50K
58.0,Private,5th-6th,cat1,40.0,Machine-op-inspct,<=50K
40.0,Federal-gov,Bachelors,cat1,45.0,Prof-specialty,<=50K
29.0,?,Some-college,,40.0,?,<=50K
45.0,,7th-8th,cat1,52.0,Exec-managerial,<=50K
19.0,Private,Some-college,cat1,20.0,Other-service,<=50K
37.0,Private,11th,cat1,40.0,Handlers-cleaners,<=50K
23.0,Private,11th,cat1,,,<=50K
31.0,Self-emp-not-inc,,cat1,60.0,Craft-repair,<=50K
64.0,Self-emp-not-inc,7th-8th,cat1,20.0,Craft-repair,<=50K
28.0,Local-gov,Some-college,cat1,,Adm-clerical,<=50K
32.0,Private,,cat1,40.0,Craft-repair,<=50K
49.0,Local-gov,Some-college,cat1,44.0,Adm-clerical,<=50K
35.0,Private,Some-college,cat1,40.0,Adm-clerical,>50K
,?,Some-college,cat1,35.0,,<=50K
45.0,Private,Doctorate,cat1,45.0,Exec-managerial,>50K
39.0,Private,12th,cat4,70.0,Transport-moving,>50K
55.0,Private,Some-college,cat1,45.0,Adm-clerical,<=50K
46.0,Self-emp-not-inc,Bachelors,,60.0,Other-service,>50K
19.0,Private,Some-college,cat1,16.0,Adm-clerical,<=50K
29.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
25.0,State-gov,HS-grad,cat1,35.0,Protective-serv,<=50K
37.0,Private,Bachelors,cat1,40.0,Adm-clerical,<=50K
,Private,HS-grad,,40.0,Adm-clerical,<=50K
28.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
36.0,,Some-college,cat2,56.0,Adm-clerical,<=50K
32.0,Private,Some-college,cat1,35.0,Exec-managerial,<=50K
34.0,Private,11th,cat1,40.0,Machine-op-inspct,<=50K
34.0,Private,HS-grad,cat1,36.0,Adm-clerical,<=50K
20.0,Private,Some-college,cat1,40.0,Sales,<=50K
27.0,Self-emp-inc,Masters,cat1,40.0,Transport-moving,<=50K
36.0,Federal-gov,HS-grad,,40.0,Adm-clerical,<=50K
35.0,,Some-college,cat1,40.0,Sales,<=50K
37.0,Private,HS-grad,cat1,35.0,Exec-managerial,<=50K
,Private,HS-grad,,50.0,Craft-repair,<=50K
32.0,Private,Masters,cat1,20.0,Prof-specialty,<=50K
52.0,Private,HS-grad,cat1,48.0,Sales,<=50K
50.0,Private,Some-college,cat1,40.0,Craft-repair,>50K
23.0,Private,HS-grad,cat1,30.0,Other-service,<=50K
25.0,Private,HS-grad,,45.0,Craft-repair,<=50K
21.0,Private,Preschool,cat1,50.0,Farming-fishing,<=50K
31.0,Private,HS-grad,,32.0,Sales,<=50K
31.0,,Some-college,cat1,30.0,Other-service,<=50K
41.0,Private,Assoc-voc,cat1,40.0,Other-service,<=50K
47.0,Private,Some-college,,60.0,Tech-support,<=50K
20.0,?,Some-college,,10.0,?,<=50K
20.0,Private,Some-college,cat1,45.0,Adm-clerical,<=50K
29.0,Private,10th,cat1,25.0,Machine-op-inspct,<=50K
51.0,Local-gov,Some-college,cat1,40.0,Adm-clerical,<=50K
30.0,Local-gov,Bachelors,cat1,33.0,Prof-specialty,>50K
23.0,?,Some-college,,12.0,?,<=50K
48.0,Private,Bachelors,cat1,35.0,Adm-clerical,>50K
39.0,Private,HS-grad,,40.0,Exec-managerial,>50K
62.0,,Bachelors,cat1,35.0,Sales,<=50K
22.0,Private,Bachelors,cat1,30.0,Other-service,<=50K
46.0,Federal-gov,Bachelors,,40.0,Exec-managerial,>50K
51.0,Local-gov,Masters,cat1,35.0,Prof-specialty,>50K
20.0,Private,HS-grad,,32.0,Sales,<=50K
40.0,Self-emp-inc,Assoc-acdm,cat4,50.0,Sales,>50K
31.0,Private,Bachelors,cat1,40.0,Tech-support,<=50K
30.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
52.0,Private,HS-grad,cat1,38.0,Adm-clerical,<=50K
20.0,Private,HS-grad,cat1,40.0,Prof-specialty,<=50K
37.0,Local-gov,Assoc-voc,cat1,40.0,Exec-managerial,>50K
65.0,Private,Bachelors,cat1,40.0,Other-service,<=50K
40.0,Private,Bachelors,cat2,40.0,Prof-specialty,<=50K
60.0,Local-gov,Bachelors,,48.0,Protective-serv,>50K
27.0,Private,HS-grad,cat1,35.0,Craft-repair,<=50K
62.0,Private,Bachelors,cat1,60.0,Sales,>50K
53.0,Private,HS-grad,cat1,35.0,Sales,<=50K
38.0,Private,Bachelors,,50.0,Sales,>50K
49.0,Private,Assoc-voc,cat1,40.0,Prof-specialty,<=50K
21.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
18.0,Private,Some-college,cat1,40.0,Adm-clerical,<=50K
25.0,Private,Bachelors,cat1,40.0,Prof-specialty,<=50K
36.0,Private,11th,cat1,40.0,Craft-repair,<=50K
52.0,Private,HS-grad,cat1,55.0,Exec-managerial,>50K
19.0,,,cat1,14.0,Tech-support,<=50K
23.0,Private,Bachelors,,40.0,Adm-clerical,<=50K
63.0,Self-emp-not-inc,Bachelors,cat1,15.0,Sales,<=50K
63.0,Self-emp-not-inc,,cat1,45.0,Other-service,<=50K
62.0,Self-emp-inc,Bachelors,cat4,40.0,Sales,>50K
51.0,Self-emp-not-inc,Assoc-acdm,cat2,30.0,Sales,>50K
76.0,Local-gov,Some-college,cat1,30.0,Adm-clerical,<=50K
50.0,Private,HS-grad,cat2,,Craft-repair,<=50K
,,HS-grad,cat1,50.0,Craft-repair,>50K
44.0,Self-emp-inc,Some-college,cat1,45.0,Sales,>50K
51.0,Private,7th-8th,cat1,40.0,Transport-moving,<=50K
,Local-gov,Bachelors,cat2,35.0,Exec-managerial,<=50K
43.0,Local-gov,Masters,cat1,40.0,Prof-specialty,>50K
53.0,Private,11th,,40.0,Machine-op-inspct,<=50K
29.0,Private,Assoc-voc,cat1,40.0,Adm-clerical,<=50K
41.0,Private,Some-college,cat1,40.0,Prof-specialty,<=50K
44.0,Federal-gov,HS-grad,cat1,,Craft-repair,<=50K
35.0,Private,10th,,40.0,Other-service,<=50K
27.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
35.0,Private,Some-college,cat1,50.0,Prof-specialty,<=50K
60.0,,Assoc-voc,cat1,30.0,Craft-repair,<=50K
49.0,Private,Some-college,,45.0,Exec-managerial,>50K
33.0,Private,Bachelors,cat1,45.0,Exec-managerial,<=50K
35.0,Private,Bachelors,cat1,40.0,Sales,>50K
31.0,State-gov,Some-college,cat1,38.0,Adm-clerical,<=50K
54.0,Private,HS-grad,cat2,60.0,Adm-clerical,>50K
57.0,Self-emp-not-inc,Doctorate,cat1,35.0,Prof-specialty,<=50K
30.0,Private,9th,cat1,45.0,Craft-repair,<=50K
45.0,Private,10th,cat1,40.0,Machine-op-inspct,<=50K
41.0,Private,Some-college,cat2,42.0,Machine-op-inspct,>50K
25.0,Private,,,18.0,Other-service,<=50K
51.0,Self-emp-inc,Some-college,cat1,40.0,Exec-managerial,>50K
42.0,Private,5th-6th,cat1,40.0,Adm-clerical,<=50K
28.0,Private,Assoc-voc,,45.0,Handlers-cleaners,<=50K
47.0,?,10th,cat1,20.0,?,<=50K
53.0,Federal-gov,Bachelors,,40.0,Tech-support,<=50K
31.0,Private,Bachelors,cat3,50.0,Exec-managerial,>50K
46.0,Private,11th,cat2,40.0,Other-service,>50K
25.0,Federal-gov,HS-grad,cat1,40.0,Adm-clerical,<=50K
47.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
26.0,Private,Bachelors,cat1,50.0,Prof-specialty,<=50K
30.0,Private,HS-grad,cat1,40.0,Transport-moving,<=50K
48.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
22.0,Private,Some-college,cat1,40.0,Other-service,<=50K
32.0,Self-emp-not-inc,Some-college,cat1,,Craft-repair,<=50K
33.0,Self-emp-not-inc,Doctorate,cat1,45.0,Prof-specialty,>50K
31.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
43.0,Private,Some-college,cat1,20.0,Other-service,>50K
26.0,Private,Assoc-voc,cat1,40.0,Other-service,<=50K
34.0,Private,HS-grad,cat1,40.0,Farming-fishing,<=50K
50.0,Local-gov,Bachelors,cat1,40.0,Prof-specialty,>50K
30.0,State-gov,,cat1,40.0,Adm-clerical,<=50K
17.0,Private,11th,cat1,20.0,Other-service,<=50K
35.0,Local-gov,Masters,cat1,40.0,,<=50K
29.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
27.0,Federal-gov,Assoc-acdm,,40.0,Adm-clerical,<=50K
32.0,Self-emp-not-inc,Bachelors,cat1,40.0,Exec-managerial,<=50K
34.0,Private,Bachelors,cat1,40.0,Sales,>50K
32.0,Private,HS-grad,cat1,40.0,Handlers-cleaners,<=50K
47.0,Federal-gov,Some-college,cat1,40.0,Adm-clerical,<=50K
40.0,Private,Some-college,cat1,40.0,Sales,<=50K
26.0,Private,Assoc-voc,cat1,40.0,Other-service,<=50K
30.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
54.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
53.0,Private,Bachelors,cat1,55.0,Prof-specialty,>50K
38.0,Private,Bachelors,cat1,40.0,Exec-managerial,>50K
43.0,Private,7th-8th,,40.0,Farming-fishing,<=50K
25.0,Private,Some-college,cat1,20.0,Farming-fishing,<=50K
39.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
57.0,Local-gov,HS-grad,cat1,25.0,Transport-moving,>50K
47.0,Private,HS-grad,cat1,34.0,Other-service,<=50K
45.0,Private,HS-grad,cat1,35.0,Other-service,<=50K
24.0,State-gov,Bachelors,,,Prof-specialty,<=50K
,Self-emp-not-inc,10th,cat1,40.0,Craft-repair,<=50K
25.0,Private,Some-college,,35.0,Sales,<=50K
57.0,Private,5th-6th,cat1,40.0,Machine-op-inspct,<=50K
28.0,Private,Bachelors,,24.0,Prof-specialty,>50K
28.0,Private,HS-grad,,51.0,Sales,<=50K
27.0,Private,Bachelors,cat1,,Prof-specialty,<=50K
28.0,Private,Bachelors,cat1,20.0,Adm-clerical,<=50K
74.0,?,1st-4th,,40.0,?,<=50K
44.0,Self-emp-not-inc,HS-grad,,42.0,Farming-fishing,<=50K
27.0,Private,HS-grad,,45.0,Machine-op-inspct,<=50K
61.0,,,cat1,40.0,Exec-managerial,<=50K
25.0,Private,11th,cat1,99.0,Other-service,<=50K
28.0,Private,9th,cat1,24.0,Handlers-cleaners,<=50K
20.0,Private,,,40.0,Craft-repair,<=50K
33.0,Private,Assoc-voc,cat1,40.0,Sales,<=50K
38.0,State-gov,HS-grad,,40.0,Other-service,<=50K
,Private,HS-grad,cat1,25.0,Sales,<=50K
40.0,Private,Masters,,45.0,Prof-specialty,>50K
43.0,Private,Some-college,cat1,55.0,Exec-managerial,>50K
38.0,Private,Masters,cat1,60.0,Exec-managerial,>50K
19.0,Private,Some-college,cat1,30.0,Exec-managerial,<=50K
56.0,Private,Assoc-acdm,,50.0,Other-service,<=50K
38.0,Private,Masters,cat1,45.0,Exec-managerial,>50K
30.0,?,Bachelors,cat1,4.0,?,<=50K
22.0,Private,HS-grad,cat2,40.0,Priv-house-serv,<=50K
18.0,State-gov,HS-grad,cat1,25.0,Other-service,<=50K
68.0,Private,Some-college,,,Other-service,<=50K
35.0,Private,Assoc-voc,,50.0,Transport-moving,<=50K
42.0,Private,7th-8th,cat1,48.0,Other-service,<=50K
32.0,Private,10th,cat1,,Craft-repair,<=50K
43.0,Federal-gov,Some-college,,40.0,Prof-specialty,>50K
30.0,Private,10th,cat1,40.0,Machine-op-inspct,<=50K
62.0,Private,Some-college,cat2,24.0,Tech-support,<=50K
38.0,Private,Assoc-voc,cat1,,Machine-op-inspct,<=50K
27.0,Private,,,40.0,Handlers-cleaners,<=50K
28.0,Private,Doctorate,cat1,60.0,Prof-specialty,>50K
26.0,Private,Assoc-voc,cat1,,Other-service,<=50K
21.0,Private,Some-college,cat1,20.0,Machine-op-inspct,<=50K
19.0,Private,HS-grad,,40.0,Other-service,<=50K
20.0,Private,Some-college,,30.0,Adm-clerical,<=50K
25.0,State-gov,,,40.0,Protective-serv,<=50K
28.0,Self-emp-not-inc,Some-college,,50.0,Craft-repair,<=50K
36.0,Private,Assoc-voc,cat1,42.0,Adm-clerical,>50K
23.0,Private,Bachelors,,40.0,Craft-repair,<=50K
24.0,Private,Bachelors,cat1,50.0,Adm-clerical,<=50K
23.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
24.0,Private,Bachelors,cat1,20.0,Prof-specialty,<=50K
25.0,Self-emp-not-inc,HS-grad,cat1,8.0,Other-service,<=50K
24.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
30.0,Private,HS-grad,,62.0,Exec-managerial,<=50K
26.0,Private,Bachelors,,,Sales,<=50K
62.0,?,Masters,cat1,,?,<=50K
36.0,Private,Some-college,,33.0,Exec-managerial,<=50K
45.0,Private,HS-grad,cat1,,Other-service,<=50K
31.0,Private,Assoc-acdm,cat1,45.0,Sales,<=50K
34.0,Private,HS-grad,cat1,48.0,Adm-clerical,<=50K
,Self-emp-inc,Bachelors,cat1,44.0,Exec-managerial,>50K
42.0,Private,Assoc-voc,cat1,40.0,Prof-specialty,<=50K
27.0,,Prof-school,cat1,70.0,Prof-specialty,<=50K
40.0,Private,Some-college,,40.0,Sales,<=50K
53.0,Federal-gov,Some-college,cat1,40.0,Adm-clerical,>50K
54.0,Private,,cat1,50.0,Sales,>50K
30.0,State-gov,Bachelors,,35.0,Prof-specialty,<=50K
59.0,Private,HS-grad,,45.0,Transport-moving,>50K
42.0,Self-emp-not-inc,HS-grad,cat1,55.0,Exec-managerial,<=50K
23.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
,Private,Bachelors,,15.0,Other-service,<=50K
20.0,Private,HS-grad,cat1,40.0,Handlers-cleaners,<=50K
22.0,Private,Some-college,cat1,20.0,Sales,<=50K
73.0,?,Bachelors,cat1,30.0,?,<=50K
47.0,Self-emp-not-inc,,cat1,40.0,Craft-repair,>50K
44.0,Private,Some-college,cat1,40.0,Machine-op-inspct,<=50K
40.0,Private,12th,cat1,40.0,Craft-repair,<=50K
37.0,Private,Assoc-voc,cat1,37.0,,>50K
39.0,Private,HS-grad,cat1,50.0,Machine-op-inspct,<=50K
49.0,Private,Some-college,cat2,40.0,,>50K
44.0,,Some-college,cat1,45.0,Other-service,<=50K
27.0,Private,9th,cat1,37.0,Machine-op-inspct,<=50K
50.0,,HS-grad,cat1,40.0,Adm-clerical,<=50K
39.0,,Bachelors,cat1,40.0,Prof-specialty,>50K
41.0,Private,HS-grad,cat1,40.0,Sales,<=50K
55.0,Private,Bachelors,cat1,40.0,Protective-serv,>50K
53.0,Private,1st-4th,,35.0,Other-service,<=50K
53.0,Local-gov,Masters,cat1,50.0,Prof-specialty,<=50K
31.0,Private,Masters,cat1,70.0,Exec-managerial,>50K
21.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
30.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
,?,HS-grad,cat1,10.0,?,<=50K
53.0,Private,Masters,cat1,60.0,Exec-managerial,>50K
47.0,Private,Some-college,,47.0,Craft-repair,<=50K
60.0,Private,Bachelors,,40.0,Exec-managerial,>50K
59.0,Private,9th,cat1,40.0,Machine-op-inspct,<=50K
37.0,Private,Bachelors,cat1,48.0,Exec-managerial,>50K
,Federal-gov,Bachelors,cat1,40.0,Craft-repair,<=50K
49.0,Private,9th,cat1,40.0,Craft-repair,<=50K
73.0,Local-gov,,cat1,11.0,Prof-specialty,<=50K
58.0,Private,HS-grad,,20.0,Other-service,<=50K
18.0,?,11th,cat1,15.0,?,<=50K
35.0,Private,Some-college,cat1,40.0,Handlers-cleaners,<=50K
24.0,,Some-college,cat1,50.0,Prof-specialty,<=50K
62.0,Private,HS-grad,cat1,38.0,Adm-clerical,<=50K
58.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
,Private,Some-college,cat4,40.0,Adm-clerical,>50K
21.0,Private,HS-grad,cat1,40.0,Sales,<=50K
30.0,Private,Bachelors,cat1,40.0,Craft-repair,<=50K
27.0,Private,Assoc-voc,cat1,,Prof-specialty,<=50K
25.0,Private,,cat2,40.0,Tech-support,>50K
31.0,Private,HS-grad,cat1,45.0,Craft-repair,<=50K
31.0,Private,HS-grad,cat1,34.0,Other-service,<=50K
44.0,,Some-college,cat2,50.0,Craft-repair,>50K
52.0,Self-emp-inc,Doctorate,cat4,65.0,Prof-specialty,>50K
30.0,Private,Assoc-acdm,cat1,40.0,Sales,<=50K
29.0,Private,HS-grad,cat1,40.0,Transport-moving,<=50K
36.0,Private,11th,,40.0,Transport-moving,<=50K
54.0,Self-emp-not-inc,Bachelors,cat1,50.0,Farming-fishing,<=50K
59.0,Local-gov,Some-college,cat1,40.0,Protective-serv,>50K
55.0,Private,Some-college,cat1,45.0,Adm-clerical,<=50K
70.0,?,Assoc-voc,cat1,30.0,?,<=50K
22.0,Private,Assoc-acdm,,20.0,Adm-clerical,<=50K
42.0,Private,HS-grad,,40.0,Machine-op-inspct,<=50K
36.0,Private,Assoc-acdm,cat1,40.0,Sales,<=50K
32.0,Private,Bachelors,cat1,40.0,Prof-specialty,>50K
44.0,Private,7th-8th,,40.0,Craft-repair,<=50K
22.0,?,HS-grad,,45.0,?,<=50K
25.0,Private,11th,cat1,40.0,Handlers-cleaners,<=50K
31.0,Private,HS-grad,cat1,50.0,Transport-moving,<=50K
33.0,Private,HS-grad,,40.0,Other-service,<=50K
54.0,Self-emp-not-inc,Assoc-acdm,cat1,50.0,Sales,>50K
42.0,Self-emp-not-inc,HS-grad,cat1,48.0,Exec-managerial,<=50K
49.0,Private,HS-grad,cat1,44.0,Transport-moving,<=50K
